pais_iso,pais,indicador_code,indicador,anio,valor
BRA,Brasil,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1966,12.26
BRA,Brasil,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1965,12.89
BRA,Brasil,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1964,12.21
BRA,Brasil,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1963,17.94
BRA,Brasil,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1962,9.38
BRA,Brasil,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1961,12.89
BRA,Brasil,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1960,12.62
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2023,17.97
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2022,19.63
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2021,19.11
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2020,16.45
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2019,14.12
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2018,14.63
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2017,12.52
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2016,12.47
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2015,12.9
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2014,11.01
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2013,11.74
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2012,11.88
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2011,11.58
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2010,10.87
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2009,10.85
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2008,13.53
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2007,13.33
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2006,14.37
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2005,15.24
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2004,16.55
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2003,15.18
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2002,14.23
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2001,12.37
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2000,10.19
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1999,9.56
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1998,7.03
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1997,6.98
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1996,6.73
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1995,7.53
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1994,9.51
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1993,10.5
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1992,10.87
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1991,8.68
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1990,8.2
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1989,8.93
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1988,11.67
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1987,9.83
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1986,9.22
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1985,12.95
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1984,15.04
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1983,12.24
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1982,7.9
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1981,9.62
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1980,8.96
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1979,7.24
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1978,6.69
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1977,7.25
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1976,7.01
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1975,7.22
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1974,7.67
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1973,7.84
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1972,7.27
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1971,6.46
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1970,7.03
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1969,6.67
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1968,5.99
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1967,5.68
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1966,6.53
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1965,7.5
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1964,6.46
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1963,8.93
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1962,4.01
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1961,6.42
BRA,Brasil,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1960,6.28
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2023,15.7
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2022,19.19
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2021,18.55
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2020,15.85
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2019,14.77
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2018,14.24
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2017,11.8
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2016,12.07
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2015,14.05
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2014,13.67
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2013,14.04
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2012,13.24
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2011,12.35
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2010,11.91
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2009,11.25
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2008,13.72
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2007,11.96
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2006,11.67
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2005,11.84
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2004,13.13
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2003,12.96
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2002,13.39
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2001,14.56
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),2000,12.45
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1999,11.42
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1998,9.41
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1997,9.59
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1996,8.91
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1995,9.46
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1994,9.16
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1993,9.1
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1992,8.39
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1991,7.91
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1990,6.96
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1989,5.46
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1988,6.1
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1987,6.43
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1986,6.64
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1985,7.5
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1984,8.79
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1983,9.66
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1982,8.59
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1981,10.01
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1980,11.19
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1979,9.33
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1978,7.88
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1977,7.91
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1976,9.4
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1975,11.02
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1974,13.29
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1973,9.01
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1972,8.86
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1971,8.19
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1970,7.45
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1969,6.6
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1968,6.6
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1967,5.68
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1966,5.73
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1965,5.39
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1964,5.74
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1963,9.01
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1962,5.38
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1961,6.47
BRA,Brasil,NE.IMP.GNFS.ZS,Importaciones (% PIB),1960,6.33
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2023,-1.24
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2022,-2.15
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2021,-2.36
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2020,-1.64
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2019,-3.41
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2018,-2.81
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2017,-1.22
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2016,-1.7
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2015,-3.52
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2014,-4.5
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2013,-3.57
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2012,-3.76
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2011,-3.19
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2010,-3.93
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2009,-1.76
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2008,-2.1
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2007,-0.2
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2006,0.97
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2005,1.31
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2004,1.34
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2003,0.39
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2002,-1.85
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2001,-4.44
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),2000,-4.05
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1999,-4.47
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1998,-4.05
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1997,-3.64
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1996,-2.73
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1995,-2.36
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1994,-0.22
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1993,0.01
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1992,1.86
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1991,-0.42
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1990,-0.98
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1989,0.24
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1988,1.35
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1987,-0.51
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1986,-2.07
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1985,-0.13
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1984,0.02
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1983,-3.6
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1982,-6.01
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1981,-4.56
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1980,-5.4
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1979,-4.75
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1978,-3.49
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1977,-2.86
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1976,-4.26
BRA,Brasil,BN.CAB.XOKA.GD.ZS,Cuenta corriente (% PIB),1975,-5.39
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2023,60.72
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2022,75.2
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2021,64.88
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2020,58.18
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2019,57.61
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2018,58.18
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2017,56.03
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2016,56.06
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2015,59.35
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2014,65.63
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2013,65.14
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2012,68.16
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2011,72.48
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2010,69.72
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2009,66.69
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2008,80.68
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2007,76.98
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2006,73.71
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2005,72.06
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2004,69.89
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2003,65.69
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2002,62.48
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2001,62.14
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),2000,58.71
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1999,54.7
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1998,53.84
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1997,54.1
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1996,53.92
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1995,54.69
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1994,52.81
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1993,52.91
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1992,55.54
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1991,57.51
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1990,61.21
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1989,62.63
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1988,58.16
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1987,53.34
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1986,51.24
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1985,49.97
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1984,46.55
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1983,44.24
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1982,39.5
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1981,40.96
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1980,47.23
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1979,46.73
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1978,42.46
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1977,40.85
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1976,43.47
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1975,49.45
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1974,37.96
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1973,28.01
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1972,22.3
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1971,22.62
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1970,27.97
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1969,29.8
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1968,26.45
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1967,26.62
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1966,27.38
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1965,25.62
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1964,25.05
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1963,26.54
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1962,23.59
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1961,26.28
CHL,Chile,NE.TRD.GNFS.ZS,Apertura comercial (Trade % PIB),1960,28.2
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2023,30.81
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2022,35.61
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2021,31.99
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2020,31.33
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2019,27.87
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2018,28.53
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2017,28.33
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2016,27.92
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2015,29.19
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2014,33.0
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2013,32.09
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2012,33.85
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2011,37.69
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2010,37.9
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2009,37.12
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2008,41.16
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2007,45.13
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2006,43.87
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2005,40.18
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2004,39.69
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2003,35.06
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2002,32.26
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2001,31.85
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),2000,30.12
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1999,28.31
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1998,25.14
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1997,25.88
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1996,25.95
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1995,28.48
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1994,27.25
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1993,25.55
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1992,28.6
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1991,30.98
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1990,32.21
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1989,33.52
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1988,32.31
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1987,27.9
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1986,26.89
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1985,25.94
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1984,22.46
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1983,23.12
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1982,18.44
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1981,15.25
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1980,21.27
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1979,21.69
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1978,19.36
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1977,19.3
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1976,23.52
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1975,23.52
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1974,19.09
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1973,12.98
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1972,9.38
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1971,10.72
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1970,14.17
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1969,15.9
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1968,13.52
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1967,13.88
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1966,14.15
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1965,13.12
CHL,Chile,NE.EXP.GNFS.ZS,Exportaciones (% PIB),1964,12.04
